split,seed,score_source,decision,budget,annotation_category,n_events,detected_events,event_onset_recall,false_alarm_events,normal_hours,false_alarms_per_hour,avg_detection_time_s,max_detection_time_s
split_00,0,dense_ae_recon,cusum,advisory,Actuator Controls,17,0,0.0,5,0.5114270366666666,9.776565651649067,,
split_00,0,dense_ae_recon,cusum,advisory,Actuator Outputs,25,0,0.0,7,0.7446180683333333,9.400792564257792,,
split_00,0,dense_ae_recon,cusum,advisory,Actuator Outputs+Controls,42,0,0.0,11,1.2128293091666666,9.069701661116753,,
split_00,0,dense_ae_recon,cusum,advisory,Actuator Thrust,2,0,0.0,0,0.06510427361111108,0.0,,
split_00,0,dense_ae_recon,cusum,advisory,Battery,2,0,0.0,0,0.06345890611111113,0.0,,
split_00,0,dense_ae_recon,cusum,advisory,Position.X,145,42,0.2896551724137931,84,2.3575775725,35.62979262265611,17.951906809523805,67.03474600000001
split_00,0,dense_ae_recon,cusum,advisory,Position.Y,96,26,0.2708333333333333,75,1.713746643611111,43.76376186036706,17.41290453846154,58.916042000000004
split_00,0,dense_ae_recon,cusum,advisory,Position.Z,121,4,0.03305785123966942,19,1.5845958772222224,11.99043887032369,11.73801800000002,31.91303300000004
split_00,0,dense_ae_recon,cusum,advisory,Velocity,2,2,1.0,0,0.0036470161111110933,0.0,7.5224869999999555,8.036215999999968
split_00,0,dense_ae_ml14_fusion,threshold,critical,Actuator Controls,17,0,0.0,0,0.5114270366666666,0.0,,
split_00,0,dense_ae_ml14_fusion,threshold,critical,Actuator Outputs,25,0,0.0,0,0.7446180683333333,0.0,,
split_00,0,dense_ae_ml14_fusion,threshold,critical,Actuator Outputs+Controls,42,0,0.0,0,1.2128293091666666,0.0,,
split_00,0,dense_ae_ml14_fusion,threshold,critical,Actuator Thrust,2,0,0.0,0,0.06510427361111108,0.0,,
split_00,0,dense_ae_ml14_fusion,threshold,critical,Battery,2,0,0.0,0,0.06345890611111113,0.0,,
split_00,0,dense_ae_ml14_fusion,threshold,critical,Position.X,145,0,0.0,0,2.3575775725,0.0,,
split_00,0,dense_ae_ml14_fusion,threshold,critical,Position.Y,96,0,0.0,0,1.713746643611111,0.0,,
split_00,0,dense_ae_ml14_fusion,threshold,critical,Position.Z,121,0,0.0,0,1.5845958772222224,0.0,,
split_00,0,dense_ae_ml14_fusion,threshold,critical,Velocity,2,0,0.0,0,0.0036470161111110933,0.0,,
split_00,0,dense_ae_ml14_fusion,k_of_n,critical,Actuator Controls,17,0,0.0,0,0.5114270366666666,0.0,,
split_00,0,dense_ae_ml14_fusion,k_of_n,critical,Actuator Outputs,25,0,0.0,0,0.7446180683333333,0.0,,
split_00,0,dense_ae_ml14_fusion,k_of_n,critical,Actuator Outputs+Controls,42,0,0.0,0,1.2128293091666666,0.0,,
split_00,0,dense_ae_ml14_fusion,k_of_n,critical,Actuator Thrust,2,0,0.0,0,0.06510427361111108,0.0,,
split_00,0,dense_ae_ml14_fusion,k_of_n,critical,Battery,2,0,0.0,0,0.06345890611111113,0.0,,
split_00,0,dense_ae_ml14_fusion,k_of_n,critical,Position.X,145,0,0.0,0,2.3575775725,0.0,,
split_00,0,dense_ae_ml14_fusion,k_of_n,critical,Position.Y,96,0,0.0,0,1.713746643611111,0.0,,
split_00,0,dense_ae_ml14_fusion,k_of_n,critical,Position.Z,121,0,0.0,0,1.5845958772222224,0.0,,
split_00,0,dense_ae_ml14_fusion,k_of_n,critical,Velocity,2,0,0.0,0,0.0036470161111110933,0.0,,
split_00,0,dense_ae_ml14_fusion,cusum,critical,Actuator Controls,17,0,0.0,0,0.5114270366666666,0.0,,
split_00,0,dense_ae_ml14_fusion,cusum,critical,Actuator Outputs,25,0,0.0,0,0.7446180683333333,0.0,,
split_00,0,dense_ae_ml14_fusion,cusum,critical,Actuator Outputs+Controls,42,0,0.0,0,1.2128293091666666,0.0,,
split_00,0,dense_ae_ml14_fusion,cusum,critical,Actuator Thrust,2,0,0.0,0,0.06510427361111108,0.0,,
split_00,0,dense_ae_ml14_fusion,cusum,critical,Battery,2,0,0.0,0,0.06345890611111113,0.0,,
split_00,0,dense_ae_ml14_fusion,cusum,critical,Position.X,145,0,0.0,0,2.3575775725,0.0,,
split_00,0,dense_ae_ml14_fusion,cusum,critical,Position.Y,96,0,0.0,0,1.713746643611111,0.0,,
split_00,0,dense_ae_ml14_fusion,cusum,critical,Position.Z,121,0,0.0,0,1.5845958772222224,0.0,,
split_00,0,dense_ae_ml14_fusion,cusum,critical,Velocity,2,0,0.0,0,0.0036470161111110933,0.0,,
split_00,0,dense_ae_ml14_fusion,threshold,advisory,Actuator Controls,17,0,0.0,0,0.5114270366666666,0.0,,
split_00,0,dense_ae_ml14_fusion,threshold,advisory,Actuator Outputs,25,0,0.0,0,0.7446180683333333,0.0,,
split_00,0,dense_ae_ml14_fusion,threshold,advisory,Actuator Outputs+Controls,42,0,0.0,0,1.2128293091666666,0.0,,
split_00,0,dense_ae_ml14_fusion,threshold,advisory,Actuator Thrust,2,0,0.0,0,0.06510427361111108,0.0,,
split_00,0,dense_ae_ml14_fusion,threshold,advisory,Battery,2,0,0.0,0,0.06345890611111113,0.0,,
split_00,0,dense_ae_ml14_fusion,threshold,advisory,Position.X,145,0,0.0,0,2.3575775725,0.0,,
split_00,0,dense_ae_ml14_fusion,threshold,advisory,Position.Y,96,0,0.0,0,1.713746643611111,0.0,,
split_00,0,dense_ae_ml14_fusion,threshold,advisory,Position.Z,121,0,0.0,0,1.5845958772222224,0.0,,
split_00,0,dense_ae_ml14_fusion,threshold,advisory,Velocity,2,0,0.0,0,0.0036470161111110933,0.0,,
split_00,0,dense_ae_ml14_fusion,k_of_n,advisory,Actuator Controls,17,0,0.0,0,0.5114270366666666,0.0,,
split_00,0,dense_ae_ml14_fusion,k_of_n,advisory,Actuator Outputs,25,0,0.0,0,0.7446180683333333,0.0,,
split_00,0,dense_ae_ml14_fusion,k_of_n,advisory,Actuator Outputs+Controls,42,0,0.0,0,1.2128293091666666,0.0,,
split_00,0,dense_ae_ml14_fusion,k_of_n,advisory,Actuator Thrust,2,0,0.0,0,0.06510427361111108,0.0,,
split_00,0,dense_ae_ml14_fusion,k_of_n,advisory,Battery,2,0,0.0,0,0.06345890611111113,0.0,,
split_00,0,dense_ae_ml14_fusion,k_of_n,advisory,Position.X,145,0,0.0,0,2.3575775725,0.0,,
split_00,0,dense_ae_ml14_fusion,k_of_n,advisory,Position.Y,96,0,0.0,0,1.713746643611111,0.0,,
split_00,0,dense_ae_ml14_fusion,k_of_n,advisory,Position.Z,121,0,0.0,0,1.5845958772222224,0.0,,
split_00,0,dense_ae_ml14_fusion,k_of_n,advisory,Velocity,2,0,0.0,0,0.0036470161111110933,0.0,,
split_00,0,dense_ae_ml14_fusion,cusum,advisory,Actuator Controls,17,0,0.0,2,0.5114270366666666,3.9106262606596265,,
split_00,0,dense_ae_ml14_fusion,cusum,advisory,Actuator Outputs,25,0,0.0,0,0.7446180683333333,0.0,,
split_00,0,dense_ae_ml14_fusion,cusum,advisory,Actuator Outputs+Controls,42,0,0.0,2,1.2128293091666666,1.6490366656575914,,
split_00,0,dense_ae_ml14_fusion,cusum,advisory,Actuator Thrust,2,0,0.0,0,0.06510427361111108,0.0,,
split_00,0,dense_ae_ml14_fusion,cusum,advisory,Battery,2,0,0.0,0,0.06345890611111113,0.0,,
split_00,0,dense_ae_ml14_fusion,cusum,advisory,Position.X,145,0,0.0,4,2.3575775725,1.696656791555053,,
split_00,0,dense_ae_ml14_fusion,cusum,advisory,Position.Y,96,1,0.010416666666666666,6,1.713746643611111,3.5011009488293645,44.960684999999984,44.960684999999984
split_00,0,dense_ae_ml14_fusion,cusum,advisory,Position.Z,121,1,0.008264462809917356,1,1.5845958772222224,0.6310757300170363,125.030001,125.030001
split_00,0,dense_ae_ml14_fusion,cusum,advisory,Velocity,2,0,0.0,0,0.0036470161111110933,0.0,,
split_00,0,dense_ae_itki_fusion,threshold,critical,Actuator Controls,17,0,0.0,0,0.5114270366666666,0.0,,
split_00,0,dense_ae_itki_fusion,threshold,critical,Actuator Outputs,25,0,0.0,0,0.7446180683333333,0.0,,
split_00,0,dense_ae_itki_fusion,threshold,critical,Actuator Outputs+Controls,42,0,0.0,0,1.2128293091666666,0.0,,
split_00,0,dense_ae_itki_fusion,threshold,critical,Actuator Thrust,2,0,0.0,0,0.06510427361111108,0.0,,
split_00,0,dense_ae_itki_fusion,threshold,critical,Battery,2,0,0.0,0,0.06345890611111113,0.0,,
split_00,0,dense_ae_itki_fusion,threshold,critical,Position.X,145,0,0.0,0,2.3575775725,0.0,,
split_00,0,dense_ae_itki_fusion,threshold,critical,Position.Y,96,0,0.0,0,1.713746643611111,0.0,,
split_00,0,dense_ae_itki_fusion,threshold,critical,Position.Z,121,0,0.0,0,1.5845958772222224,0.0,,
split_00,0,dense_ae_itki_fusion,threshold,critical,Velocity,2,0,0.0,0,0.0036470161111110933,0.0,,
split_00,0,dense_ae_itki_fusion,k_of_n,critical,Actuator Controls,17,0,0.0,0,0.5114270366666666,0.0,,
split_00,0,dense_ae_itki_fusion,k_of_n,critical,Actuator Outputs,25,0,0.0,0,0.7446180683333333,0.0,,
split_00,0,dense_ae_itki_fusion,k_of_n,critical,Actuator Outputs+Controls,42,0,0.0,0,1.2128293091666666,0.0,,
split_00,0,dense_ae_itki_fusion,k_of_n,critical,Actuator Thrust,2,0,0.0,0,0.06510427361111108,0.0,,
split_00,0,dense_ae_itki_fusion,k_of_n,critical,Battery,2,0,0.0,0,0.06345890611111113,0.0,,
split_00,0,dense_ae_itki_fusion,k_of_n,critical,Position.X,145,0,0.0,0,2.3575775725,0.0,,
split_00,0,dense_ae_itki_fusion,k_of_n,critical,Position.Y,96,0,0.0,0,1.713746643611111,0.0,,
split_00,0,dense_ae_itki_fusion,k_of_n,critical,Position.Z,121,0,0.0,0,1.5845958772222224,0.0,,
split_00,0,dense_ae_itki_fusion,k_of_n,critical,Velocity,2,0,0.0,0,0.0036470161111110933,0.0,,
split_00,0,dense_ae_itki_fusion,cusum,critical,Actuator Controls,17,0,0.0,2,0.5114270366666666,3.9106262606596265,,
split_00,0,dense_ae_itki_fusion,cusum,critical,Actuator Outputs,25,0,0.0,2,0.7446180683333333,2.6859407326450833,,
split_00,0,dense_ae_itki_fusion,cusum,critical,Actuator Outputs+Controls,42,0,0.0,4,1.2128293091666666,3.298073331315183,,
split_00,0,dense_ae_itki_fusion,cusum,critical,Actuator Thrust,2,0,0.0,0,0.06510427361111108,0.0,,
split_00,0,dense_ae_itki_fusion,cusum,critical,Battery,2,0,0.0,0,0.06345890611111113,0.0,,
split_00,0,dense_ae_itki_fusion,cusum,critical,Position.X,145,3,0.020689655172413793,17,2.3575775725,7.210791364108975,35.67178900000001,63.089397999999996
